,Job_Title,Company,Salary,Location,URL,Days posted
219,Technical Project Manager - Chassis Controls, Bosch  ,$74k-$115k,"Novi, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=213&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_a690026c&cb=1542669747540&jobListingId=3025942812, 5 days ago
220,Infotainment System Test Engineer (CM), Bosch Group  ,$67k-$80k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=214&ao=180625&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_12c0bcd0&cb=1542669747541&jobListingId=3003664080,7 days ago
221,Tooling Engineer, Bosch  ,80000,"Albion, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=321255&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_f668bd55&cb=1542669747542&jobListingId=3029264315, 2 days ago
222,Controls Software Engineer, Bosch  ,$70k-$114k,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=216&ao=321255&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_caa5df79&cb=1542669747543&jobListingId=3029356472, 5 days ago
223,Sales Engineer - Fuels Systems and Exhaust Gas Sensors - 2 Wheeler and Powersports, Bosch  ,$73k-$93k,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c648f9a9&cb=1542669747545&jobListingId=3029177092, 2 days ago
224,Sr SW Engineer Positioning Sensors - AUTOSAR Car Multimedia, Bosch  ,80000,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=218&ao=372858&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ba9a929a&cb=1542669747546&jobListingId=3025680504, 5 days ago
225,Functional Safety Engineer, Bosch  ,$65k-$130k,"Novi, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=321255&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_58767e57&cb=1542669747547&jobListingId=3029282098, 5 days ago
226,Working Student - Video Based ADAS / Automotive Video Perception for autonomous driving, Bosch  ,$37k-$57k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=220&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_f44bab87&cb=1542669747553&jobListingId=3024323552, 6 days ago
227,Car Multimedia Infotainment Tester Intern - November, Bosch  ,80000,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ffd46169&cb=1542669747555&jobListingId=3025951771, 5 days ago
228,Engineering Technician Intern, Bosch  ,$33k-$51k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_a40f5a7b&cb=1542669747556&jobListingId=3025942811, 5 days ago
229,Vehicle Dynamics Algorithm Software Engineer Intern - Chassis Controls, Bosch  ,$41k-$69k,"Novi, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_7d92d7eb&cb=1542669747557&jobListingId=3029887690, 1 day ago
230,"Algorithm Software Engineer, Braking Systems", Bosch  ,$70k-$114k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=372858&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_3a208f66&cb=1542669747558&jobListingId=3025728216, 5 days ago
231,Application Engineer - Brake Actuation Systems, Bosch  ,$57k-$87k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_6ead63ca&cb=1542669747560&jobListingId=3029199400, 4 days ago
232,Project Manager - Embedded / Electronic Engine Control Unit, Bosch  ,$51k-$72k,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=226&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_d85508f7&cb=1542669747561&jobListingId=3007299462, 21 days ago
233,Calibration Engineer in Chassis Systems Control - Active Safety, Bosch  ,$86k-$117k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=227&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_be8b9dd8&cb=1542669747562&jobListingId=3028162626, 3 days ago
234,Software Developer - System Stability Car Multimedia, Bosch  ,$58k-$93k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=228&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_12e7cc88&cb=1542669747564&jobListingId=3029267672, 2 days ago
235,Function/Software Developer - Chassis Systems Control Active Safety, Bosch  ,$58k-$93k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_e321f5bc&cb=1542669747565&jobListingId=3025970608, 5 days ago
236,Actuation Engineer - New Braking Systems, Bosch  ,80000,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=230&ao=400784&s=58&guid=000001672e48447ea71ae8f3e3d0b7c1&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_67ee18ea&cb=1542669747566&jobListingId=3024317181, 6 days ago
237,Senior Software Engineer - Battery Management Systems, Bosch  ,$90k-$128k,"Orion, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=301&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_d06d9a33&cb=1542669748045&jobListingId=3025682794, 5 days ago
238,Calibration - Application Engineer - Driver Assistance Systems (Camera Development) for Commercial V, Bosch  ,$70k-$107k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=302&ao=400784&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_5f27bf3e&cb=1542669748047&jobListingId=3025951987, 5 days ago
239,Legal Counsel, Bosch Group  ,$77k-$144k,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=303&ao=180625&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_1f203738&cb=1542669748048&jobListingId=3024391390, 5 days ago
240,Business Systems Analyst, Bosch  ,$55k-$90k,"Warren, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=304&ao=400784&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_d2fbabff&cb=1542669748049&jobListingId=3025975873, 5 days ago
241,Program Manager - Embedded Software, Bosch  ,80000,"Saint Joseph, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c03bb3fa&cb=1542669748051&jobListingId=3025658096, 5 days ago
242,"Embedded Controls Testing Engineer, Howell", Bosch  ,$68k-$81k,"Ann Arbor, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=306&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_6ae699d2&cb=1542669748052&jobListingId=3025712103, 5 days ago
243,Vehicle Dynamics Algorithm Software Engineer Intern Chassis Controls, Bosch Group  ,$41k-$69k,"Novi, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=180625&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_d59f6d80&cb=1542669748058&jobListingId=3027045005, 4 days ago
244,Software Product Owner Sirius XM Car Multimedia, Bosch  ,$89k-$109k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=308&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_3e5a2c15&cb=1542669748059&jobListingId=3025670313, 5 days ago
245,Field Applications Engineer - Calibration Process Expert, Bosch  ,$76k-$111k,"Ann Arbor, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_259f3f7b&cb=1542669748061&jobListingId=3025678269, 5 days ago
246,Software Quality Engineer, Bosch  ,$69k-$99k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_397cda1a&cb=1542669748062&jobListingId=3025708408, 5 days ago
247,Software Project Manager - ADAS/Automated Driving, Bosch  ,$80k-$113k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_3c3482b6&cb=1542669748063&jobListingId=3025668292, 5 days ago
248,Systems Engineer: ADAS Camera Development, Bosch  ,$64k-$127k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_09739879&cb=1542669748064&jobListingId=3025690113, 5 days ago
249,Product Owner (Perception and Situational Analysis Automated Driving - Core Software Development), Bosch  ,$89k-$109k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_9edf6afc&cb=1542669748065&jobListingId=3025706904, 5 days ago
250,Software Developer System Stability Car Multimedia, Bosch Group  ,$58k-$93k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=180625&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_b2d03f85&cb=1542669748067&jobListingId=3024391448, 5 days ago
251,Technical Specialist - Software Systems - Automated Driving and Driver Assistance, Bosch  ,$66k-$103k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_0cf9d129&cb=1542669748068&jobListingId=3025664624, 5 days ago
252,Motorsport Software Engineer (Embedded), Bosch  ,$70k-$114k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_32c1bd53&cb=1542669748069&jobListingId=3025660560, 5 days ago
253,Software Engineer - Feature Owner Infotainment Functional Safety, Bosch  ,$70k-$114k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_f3026605&cb=1542669748070&jobListingId=3025687195, 5 days ago
254,SW Product Owner Audio/Video Mgmt Car Multimedia, Bosch  ,$89k-$109k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_5e5eec29&cb=1542669748072&jobListingId=3025725259, 5 days ago
255,Technical Project Manager - ADAS (Radar), Bosch  ,$74k-$115k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_f027c1aa&cb=1542669748073&jobListingId=3025696308, 5 days ago
256,System of Systems Engineering Lead - ADAS, Bosch  ,$80k-$154k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_788f2f3d&cb=1542669748074&jobListingId=3025658391, 5 days ago
257,Rotunda Dealer Consultant, Bosch  ,80000,"Warren, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=400784&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_227f6e72&cb=1542669748075&jobListingId=3025552467, 5 days ago
258,Senior Embedded Software Engineer Howell, Bosch  ,$74k-$120k,"Ann Arbor, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ba8e6a93&cb=1542669748076&jobListingId=3025693853, 5 days ago
259,Powertrain Solutions Calibration Technician, Bosch  ,80000,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=400784&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_78d90c0a&cb=1542669748078&jobListingId=3025961919, 5 days ago
260,Systems Engineer Automotive Networking Solutions Car Multimedia, Bosch  ,$64k-$127k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_53b01bf7&cb=1542669748079&jobListingId=3025728734, 5 days ago
261,Software Architect - V2X, Bosch  ,$89k-$116k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_1da6027e&cb=1542669748080&jobListingId=3025689559, 5 days ago
262,Software Engineer - Feature Owner Diagnostics, Bosch  ,$70k-$114k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_8833bec8&cb=1542669748081&jobListingId=3025691718, 5 days ago
263,Drivers Assistance Domain Controller - Technical Project Manager, Bosch  ,$74k-$115k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_f272e8e8&cb=1542669748082&jobListingId=3025654743, 5 days ago
264,Software Product Owner Power and Thermal Management Car Multimedia, Bosch Group  ,$89k-$109k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=180625&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_31bad86b&cb=1542669748084&jobListingId=3024391414, 5 days ago
265,SW Product Owner Application Lifecycle/Thermal Management Car Multimedia, Bosch  ,$89k-$109k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_a6562fe1&cb=1542669748085&jobListingId=3025678908, 5 days ago
266,Software Engineer - Battery Management Systems, Bosch  ,$70k-$104k,"Orion, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=372858&s=58&guid=000001672e4846ec8f1b36263371c188&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_7a0f44bc&cb=1542669748086&jobListingId=3025711947, 5 days ago
267,Project Manager Automotive Security, Bosch  ,$62k-$127k,"Ann Arbor, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=372858&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_09ae2e94&cb=1542669748521&jobListingId=3025728624, 5 days ago
268,Transport Customer Account Manager - NA Sea & Air Freight, Bosch Group  ,$39k-$66k,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=180625&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_921bd31a&cb=1542669748523&jobListingId=3020564128, 10 days ago
269,Automotive Project Security Manager, Bosch  ,$62k-$127k,"Ann Arbor, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c0a4667b&cb=1542669748524&jobListingId=3017940647, 12 days ago
270,Payroll Analyst, Bosch  ,$46k-$69k,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_06089026&cb=1542669748526&jobListingId=3021605209, 9 days ago
271,HR Service Representative, Bosch Group  ,$16-$20 per hour,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=180625&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_72abfc1b&cb=1542669748527&jobListingId=3012013790, 17 days ago
272,Intern - Lean Management for Powertrain Solutions, Bosch  ,$45k-$74k,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_088d34d9&cb=1542669748528&jobListingId=2957888092, 30+ days ago
273,Software Engineer, Bosch  ,$70k-$114k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_c8aacf17&cb=1542669748530&jobListingId=3014498903, 15 days ago
274,(Radar Development) Driver Assistance Systems Application/Calibration Engineer, Bosch Group  ,$62k-$88k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=180625&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_60ff81ea&cb=1542669748531&jobListingId=3003665810, 25 days ago
275,Powertrain Solutions Calibration Intern, Bosch  ,80000,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_dfa593d6&cb=1542669748532&jobListingId=2977709127, 30+ days ago
276,Samples Coordinator, Bosch  ,80000,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_f18ee56f&cb=1542669748533&jobListingId=3019750993, 10 days ago
277,Senior On-Board Diagnostic Lead Calibration Engineer, Bosch  ,80000,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_9218b3b3&cb=1542669748535&jobListingId=3021641738, 9 days ago
278,Technical Project Leader, Bosch Group  ,$66k-$101k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=4465&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_ea5a9927&cb=1542669748536&jobListingId=2977875498, 17 days ago
279,Technical Project Manager - Passive Safety, Bosch  ,$74k-$115k,"Novi, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_d97a5030&cb=1542669748537&jobListingId=3006991606, 21 days ago
280,DevOps Engineer, Bosch  ,$92k-$122k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_e0a93600&cb=1542669748538&jobListingId=3019528226, 11 days ago
281,Electrical Architecture Engineer, Bosch  ,80000,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_67481058&cb=1542669748540&jobListingId=3007198782, 21 days ago
282,Software Engineer and Architect, Bosch  ,$70k-$114k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=372858&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_26ed016f&cb=1542669748541&jobListingId=3025662586, 5 days ago
283,Agile Master / Scrum Master video based ADAS, Bosch Group  ,$110k-$198k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=180625&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_1cd6f3b8&cb=1542669748542&jobListingId=3003666289, 25 days ago
284,On-Board Diagnostic Calibration Engineer, Bosch  ,80000,"Farmington Hills, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=418&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_9979fe95&cb=1542669748543&jobListingId=3021540477, 9 days ago
285,CC-DA Application Engineer - INTERN - January, Bosch Group  ,$53k-$81k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=180625&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_53d57556&cb=1542669748544&jobListingId=3022687690, 7 days ago
286,Functional Safety Engineer (Electrical Vehicle Systems), Bosch  ,$65k-$130k,"Novi, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_240d0e8b&cb=1542669748546&jobListingId=2993312507, 30+ days ago
287,Systems Engineer - Vehicle Computers and Gateways, Bosch  ,$64k-$127k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_8d7e58b4&cb=1542669748547&jobListingId=3022714817, 7 days ago
288,Software Systems Engineer (Autonomous Driving), Bosch  ,$64k-$127k,"Plymouth, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=400784&s=58&guid=000001672e4848bf9bd388618a69f9f5&src=GD_JOB_AD&t=SR&extid=1&exst=EL&ist=&ast=EL&vt=w&slr=true&rtp=0&cs=1_8717b5d1&cb=1542669748548&jobListingId=3007240632, 20 days ago
